annotation_id,query_index,query_image_id,query_category,query_image_path,rank,product_id,candidate_category,similarity,candidate_image_id,candidate_image_path,relevance,notes
q083_r06,83,DS1_IMG_004731,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\Screenshot_20181116-204220_1542449522544_png.rf.5ae08713b81913796a487a792e6a25a5.jpg,6,IMG_1423_06b4257e,Necklace,0.9818832278251648,DS1_IMG_002247,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_1423_06b4257e_JPG.rf.9d9ccac59dbba347dd60e88bb22d52bb.jpg,,
q083_r07,83,DS1_IMG_004731,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\Screenshot_20181116-204220_1542449522544_png.rf.5ae08713b81913796a487a792e6a25a5.jpg,7,IMG_0390_fafb7e18,Necklace,0.9805231094360352,DS1_IMG_001681,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_0390_fafb7e18_jpg.rf.ff69ce82cbd7788583a810022854d406.jpg,,
q083_r08,83,DS1_IMG_004731,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\Screenshot_20181116-204220_1542449522544_png.rf.5ae08713b81913796a487a792e6a25a5.jpg,8,IMG_0702_fc96bc4c,Pendant,0.9799805879592896,DS1_IMG_003704,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Pendant\IMG_0702_fc96bc4c_jpg.rf.1211b156cb8015176a162dd8bebb0564.jpg,,
q083_r09,83,DS1_IMG_004731,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\Screenshot_20181116-204220_1542449522544_png.rf.5ae08713b81913796a487a792e6a25a5.jpg,9,IMG_3528_0b18fef2,Necklace,0.9794638156890869,DS1_IMG_003201,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_3528_0b18fef2_JPG.rf.39c99ce81f7f71b6a343f6f3f695b755.jpg,,
q083_r10,83,DS1_IMG_004731,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\Screenshot_20181116-204220_1542449522544_png.rf.5ae08713b81913796a487a792e6a25a5.jpg,10,IMG_2856_b3d7e108,Pendant,0.9788622856140137,DS1_IMG_003873,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Pendant\IMG_2856_b3d7e108_jpg.rf.6d9058cf5c3850d694de98c7eec2ba99.jpg,,
q084_r01,84,DS1_IMG_004734,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_059_jpg.rf.187de8365788457971b7dd785c24a44c.jpg,1,ring_171,Ring,0.9998312592506409,DS1_IMG_004293,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Ring\ring_171_jpg.rf.a1de85496f47f6e1cb610edf08611007.jpg,,
q084_r02,84,DS1_IMG_004734,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_059_jpg.rf.187de8365788457971b7dd785c24a44c.jpg,2,bracelet_231,Bracelet,0.9994766712188721,DS1_IMG_000660,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Bracelet\bracelet_231_jpg.rf.92ecc52c2059f56ff553657513bbf521.jpg,,
q084_r03,84,DS1_IMG_004734,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_059_jpg.rf.187de8365788457971b7dd785c24a44c.jpg,3,earring_146,Earrings,0.9993681311607361,DS1_IMG_000991,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Earrings\earring_146_jpg.rf.6f53cf63f8160ec02609ee61d679e0d5.jpg,,
q084_r04,84,DS1_IMG_004734,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_059_jpg.rf.187de8365788457971b7dd785c24a44c.jpg,4,ring_179,Ring,0.9990494251251221,DS1_IMG_004296,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Ring\ring_179_jpg.rf.8acc8b27b9aa6cbe541bd838f7940fc1.jpg,,
q084_r05,84,DS1_IMG_004734,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_059_jpg.rf.187de8365788457971b7dd785c24a44c.jpg,5,ring_044,Ring,0.998960554599762,DS1_IMG_004066,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Ring\ring_044_jpg.rf.5ca40e7e5a0b99b8a682cdc84b5bd1e7.jpg,,
q084_r06,84,DS1_IMG_004734,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_059_jpg.rf.187de8365788457971b7dd785c24a44c.jpg,6,IMG_3593_885382d3,Necklace,0.9988434314727783,DS1_IMG_003314,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_3593_885382d3_JPG.rf.318bd2514e51409326d5b7ddab7f8199.jpg,,
q084_r07,84,DS1_IMG_004734,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_059_jpg.rf.187de8365788457971b7dd785c24a44c.jpg,7,earring_14,Earrings,0.9987018704414368,DS1_IMG_000994,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Earrings\earring_14_jpg.rf.23129e6b3d4db7ec173eb1d542b9ec53.jpg,,
q084_r08,84,DS1_IMG_004734,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_059_jpg.rf.187de8365788457971b7dd785c24a44c.jpg,8,ring_134,Ring,0.9982125163078308,DS1_IMG_004228,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Ring\ring_134_jpg.rf.d279455052c0e3a6455a2c95eb1e4dfc.jpg,,
q084_r09,84,DS1_IMG_004734,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_059_jpg.rf.187de8365788457971b7dd785c24a44c.jpg,9,ring_117,Ring,0.9980883598327637,DS1_IMG_004204,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Ring\ring_117_jpg.rf.a3e5f19127cf2a18e0603a23b5af0d15.jpg,,
q084_r10,84,DS1_IMG_004734,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_059_jpg.rf.187de8365788457971b7dd785c24a44c.jpg,10,ring_116,Ring,0.9980807900428772,DS1_IMG_004201,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Ring\ring_116_jpg.rf.3869e5862255ba73c7d0aea4b139c324.jpg,,
q085_r01,85,DS1_IMG_004735,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_061_jpg.rf.296533e32aa41f89897b876634bf061b.jpg,1,necklace_69,Necklace,0.9979602694511414,DS1_IMG_003622,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\necklace_69_jpg.rf.ffd713a844dae03160e97918af07730f.jpg,,
q085_r02,85,DS1_IMG_004735,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_061_jpg.rf.296533e32aa41f89897b876634bf061b.jpg,2,IMG_1625_eb2ce9b7,Necklace,0.9977090954780579,DS1_IMG_002482,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_1625_eb2ce9b7_JPG.rf.9cf92cb04c9920162c95501be5f8dc94.jpg,,
q085_r03,85,DS1_IMG_004735,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_061_jpg.rf.296533e32aa41f89897b876634bf061b.jpg,3,ring_054,Ring,0.9975917935371399,DS1_IMG_004086,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Ring\ring_054_jpg.rf.c128608aba6b8b33c10058b5b14e399e.jpg,,
q085_r04,85,DS1_IMG_004735,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_061_jpg.rf.296533e32aa41f89897b876634bf061b.jpg,4,ring_044,Ring,0.9954765439033508,DS1_IMG_004067,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Ring\ring_044_jpg.rf.e5992d554536dcb8f1a8c84c61093dd9.jpg,,
q085_r05,85,DS1_IMG_004735,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_061_jpg.rf.296533e32aa41f89897b876634bf061b.jpg,5,earring_146,Earrings,0.9935938715934753,DS1_IMG_000992,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Earrings\earring_146_jpg.rf.ac939ede47223f2e813e1be5062a3359.jpg,,
q085_r06,85,DS1_IMG_004735,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_061_jpg.rf.296533e32aa41f89897b876634bf061b.jpg,6,earring_138,Earrings,0.9919435381889343,DS1_IMG_000973,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Earrings\earring_138_jpg.rf.a720d769b313c1b7e83b7e7a5ccc3cd3.jpg,,
q085_r07,85,DS1_IMG_004735,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_061_jpg.rf.296533e32aa41f89897b876634bf061b.jpg,7,IMG_3620_87e29974,Necklace,0.9915685057640076,DS1_IMG_003363,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_3620_87e29974_JPG.rf.e114c0fefbecae5a0238295404ef6541.jpg,,
q085_r08,85,DS1_IMG_004735,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_061_jpg.rf.296533e32aa41f89897b876634bf061b.jpg,8,Screenshot_20181116-204235_1542449500589,Ring,0.9909612536430359,DS1_IMG_004049,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Ring\Screenshot_20181116-204235_1542449500589_png.rf.d2d171964df0d8dcf283b7878f4cdf88.jpg,,
q085_r09,85,DS1_IMG_004735,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_061_jpg.rf.296533e32aa41f89897b876634bf061b.jpg,9,IMG_0565_b6bceb68,Necklace,0.9878515005111694,DS1_IMG_001931,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_0565_b6bceb68_jpg.rf.0dfce8bb30641d6683994cd2a135f916.jpg,,
q085_r10,85,DS1_IMG_004735,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_061_jpg.rf.296533e32aa41f89897b876634bf061b.jpg,10,IMG_0519-1-_c5e59472,Necklace,0.9873665571212769,DS1_IMG_001839,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_0519-1-_c5e59472_jpg.rf.46c85fedb1ddcaed6e6e7062174cbdc9.jpg,,
q086_r01,86,DS1_IMG_004737,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_081_jpg.rf.f48f7d45602e5c4f63983a4440f50039.jpg,1,ring_145,Ring,0.9999839067459106,DS1_IMG_004241,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Ring\ring_145_jpg.rf.753903f36505a6721e1645c76bb5e1e7.jpg,,
q086_r02,86,DS1_IMG_004737,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_081_jpg.rf.f48f7d45602e5c4f63983a4440f50039.jpg,2,earring_139,Earrings,0.9999402165412903,DS1_IMG_000976,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Earrings\earring_139_jpg.rf.bde0e40b6b4f0841ed4e15210ef3a7fe.jpg,,
q086_r03,86,DS1_IMG_004737,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_081_jpg.rf.f48f7d45602e5c4f63983a4440f50039.jpg,3,necklace_57,Necklace,0.9999397993087769,DS1_IMG_003610,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\necklace_57_jpg.rf.3d7508d2e59e101e32791648dde7c444.jpg,,
q086_r04,86,DS1_IMG_004737,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_081_jpg.rf.f48f7d45602e5c4f63983a4440f50039.jpg,4,ring_156,Ring,0.9998973608016968,DS1_IMG_004259,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Ring\ring_156_jpg.rf.1ea0a275a7bbf68b78072ce18863646c.jpg,,
q086_r05,86,DS1_IMG_004737,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_081_jpg.rf.f48f7d45602e5c4f63983a4440f50039.jpg,5,earring_138,Earrings,0.9998815059661865,DS1_IMG_000974,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Earrings\earring_138_jpg.rf.c6eae9251fe5f3cee052f289157b376b.jpg,,
q086_r06,86,DS1_IMG_004737,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_081_jpg.rf.f48f7d45602e5c4f63983a4440f50039.jpg,6,earring_225,Earrings,0.9998571872711182,DS1_IMG_001084,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Earrings\earring_225_jpg.rf.03106cd63a455d68aea2a2845bdeedc4.jpg,,
q086_r07,86,DS1_IMG_004737,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_081_jpg.rf.f48f7d45602e5c4f63983a4440f50039.jpg,7,images-46-,Earrings,0.9997717142105103,DS1_IMG_001435,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Earrings\images-46-_jpeg.rf.29dc909108fa6dc149d7b104bfe685d7.jpg,,
q086_r08,86,DS1_IMG_004737,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_081_jpg.rf.f48f7d45602e5c4f63983a4440f50039.jpg,8,ring_171,Ring,0.9996830224990845,DS1_IMG_004291,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Ring\ring_171_jpg.rf.4e6a318b067b8c943702621cddd122dc.jpg,,
q086_r09,86,DS1_IMG_004737,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_081_jpg.rf.f48f7d45602e5c4f63983a4440f50039.jpg,9,earring_1,Earrings,0.9995914697647095,DS1_IMG_001049,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Earrings\earring_1_jpg.rf.4833a019f38dc7eb60dd928f28218fcb.jpg,,
q086_r10,86,DS1_IMG_004737,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_081_jpg.rf.f48f7d45602e5c4f63983a4440f50039.jpg,10,ring_117,Ring,0.9995613098144531,DS1_IMG_004202,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Ring\ring_117_jpg.rf.0f197744475fad223a38ce3b26152572.jpg,,
q087_r01,87,DS1_IMG_004739,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_107_jpg.rf.d48f22f46e9118b23c4d26038bdad7ce.jpg,1,earring_313,Earrings,0.9985493421554565,DS1_IMG_001178,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Earrings\earring_313_jpg.rf.74f965760395888500ebd14fb03c56c5.jpg,,
q087_r02,87,DS1_IMG_004739,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_107_jpg.rf.d48f22f46e9118b23c4d26038bdad7ce.jpg,2,ring_111,Ring,0.9979369640350342,DS1_IMG_004189,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Ring\ring_111_jpg.rf.a422856cf64bf96418b62ccb1db9aae2.jpg,,
q087_r03,87,DS1_IMG_004739,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_107_jpg.rf.d48f22f46e9118b23c4d26038bdad7ce.jpg,3,earring_416,Earrings,0.9977058172225952,DS1_IMG_001279,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Earrings\earring_416_jpg.rf.8900b56fed476dfbd0950b188302ac58.jpg,,
q087_r04,87,DS1_IMG_004739,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_107_jpg.rf.d48f22f46e9118b23c4d26038bdad7ce.jpg,4,UE00012-YG0000_1_lar,Earrings,0.9919064044952393,DS1_IMG_000918,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Earrings\UE00012-YG0000_1_lar_jpg.rf.8e4cee366de1e48684f7d30d6f4e2de7.jpg,,
q087_r05,87,DS1_IMG_004739,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_107_jpg.rf.d48f22f46e9118b23c4d26038bdad7ce.jpg,5,images-80-,Earrings,0.9917678833007812,DS1_IMG_001467,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Earrings\images-80-_jpeg.rf.7fd661d9ee8902e2bf270cf16daa352d.jpg,,
q087_r06,87,DS1_IMG_004739,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_107_jpg.rf.d48f22f46e9118b23c4d26038bdad7ce.jpg,6,ring_092,Ring,0.9916201233863831,DS1_IMG_004159,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Ring\ring_092_jpg.rf.b86a32f8a887ce9a31b1d3c6f8cac407.jpg,,
q087_r07,87,DS1_IMG_004739,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_107_jpg.rf.d48f22f46e9118b23c4d26038bdad7ce.jpg,7,earring_320,Earrings,0.9910417795181274,DS1_IMG_001183,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Earrings\earring_320_jpg.rf.f083ebb2ddbf6fd4eb11c24cc47d6c68.jpg,,
q087_r08,87,DS1_IMG_004739,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_107_jpg.rf.d48f22f46e9118b23c4d26038bdad7ce.jpg,8,ring_130,Ring,0.9908789396286011,DS1_IMG_004222,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Ring\ring_130_jpg.rf.f95c5937f6d5d05cd6abae41bcf00157.jpg,,
q087_r09,87,DS1_IMG_004739,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_107_jpg.rf.d48f22f46e9118b23c4d26038bdad7ce.jpg,9,earring_163,Earrings,0.9894020557403564,DS1_IMG_001020,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Earrings\earring_163_jpg.rf.97f9e87dc0ddf1e8346f4c16d42762b7.jpg,,
q087_r10,87,DS1_IMG_004739,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_107_jpg.rf.d48f22f46e9118b23c4d26038bdad7ce.jpg,10,ring_183,Ring,0.9887126684188843,DS1_IMG_004307,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Ring\ring_183_jpg.rf.d10adf1a0d9cde6f05a08b5217c182df.jpg,,
q088_r01,88,DS1_IMG_004740,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_109_jpg.rf.dcf0917c7ed171b94ed7d7767c06ef75.jpg,1,ring_145,Ring,0.9999644756317139,DS1_IMG_004240,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Ring\ring_145_jpg.rf.084a3232dcebdaf8c7dcbd86ee911ccc.jpg,,
q088_r02,88,DS1_IMG_004740,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_109_jpg.rf.dcf0917c7ed171b94ed7d7767c06ef75.jpg,2,earring_139,Earrings,0.9998635649681091,DS1_IMG_000976,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Earrings\earring_139_jpg.rf.bde0e40b6b4f0841ed4e15210ef3a7fe.jpg,,
q088_r03,88,DS1_IMG_004740,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_109_jpg.rf.dcf0917c7ed171b94ed7d7767c06ef75.jpg,3,ring_171,Ring,0.9998083114624023,DS1_IMG_004292,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Ring\ring_171_jpg.rf.6bb9cac7e7f9c3ab34b7485cd0790e24.jpg,,
q088_r04,88,DS1_IMG_004740,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_109_jpg.rf.dcf0917c7ed171b94ed7d7767c06ef75.jpg,4,earring_140,Earrings,0.9998035430908203,DS1_IMG_000978,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Earrings\earring_140_jpg.rf.195e8df28bda641eb15158454cb50937.jpg,,
q088_r05,88,DS1_IMG_004740,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_109_jpg.rf.dcf0917c7ed171b94ed7d7767c06ef75.jpg,5,ring_156,Ring,0.9997928738594055,DS1_IMG_004259,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Ring\ring_156_jpg.rf.1ea0a275a7bbf68b78072ce18863646c.jpg,,
q088_r06,88,DS1_IMG_004740,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_109_jpg.rf.dcf0917c7ed171b94ed7d7767c06ef75.jpg,6,necklace_57,Necklace,0.9997133612632751,DS1_IMG_003610,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\necklace_57_jpg.rf.3d7508d2e59e101e32791648dde7c444.jpg,,
q088_r07,88,DS1_IMG_004740,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_109_jpg.rf.dcf0917c7ed171b94ed7d7767c06ef75.jpg,7,earring_225,Earrings,0.9996969699859619,DS1_IMG_001086,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Earrings\earring_225_jpg.rf.fa6d619ebe78b79a7ca5f65ce8017784.jpg,,
q088_r08,88,DS1_IMG_004740,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_109_jpg.rf.dcf0917c7ed171b94ed7d7767c06ef75.jpg,8,earring_138,Earrings,0.9996812343597412,DS1_IMG_000974,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Earrings\earring_138_jpg.rf.c6eae9251fe5f3cee052f289157b376b.jpg,,
q088_r09,88,DS1_IMG_004740,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_109_jpg.rf.dcf0917c7ed171b94ed7d7767c06ef75.jpg,9,earring_1,Earrings,0.9996755123138428,DS1_IMG_001049,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Earrings\earring_1_jpg.rf.4833a019f38dc7eb60dd928f28218fcb.jpg,,
q088_r10,88,DS1_IMG_004740,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_109_jpg.rf.dcf0917c7ed171b94ed7d7767c06ef75.jpg,10,images-46-,Earrings,0.999674379825592,DS1_IMG_001435,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Earrings\images-46-_jpeg.rf.29dc909108fa6dc149d7b104bfe685d7.jpg,,
q089_r01,89,DS1_IMG_004743,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_126_jpg.rf.51c9b35f6303701e3e8b02e0e1b26dfd.jpg,1,ring_076,Ring,0.9964205622673035,DS1_IMG_004120,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Ring\ring_076_jpg.rf.b1c5660f32a9d8dd6a68408b7db8ecc0.jpg,,
q089_r02,89,DS1_IMG_004743,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_126_jpg.rf.51c9b35f6303701e3e8b02e0e1b26dfd.jpg,2,ring_135,Ring,0.9954051971435547,DS1_IMG_004231,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Ring\ring_135_jpg.rf.e41cd6d09e45bd2949cc8eb7356b1edc.jpg,,
q089_r03,89,DS1_IMG_004743,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_126_jpg.rf.51c9b35f6303701e3e8b02e0e1b26dfd.jpg,3,ring_138,Ring,0.9934154748916626,DS1_IMG_004234,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Ring\ring_138_jpg.rf.e31a04bca68f92c0072dd313ea8a9aaa.jpg,,
q089_r04,89,DS1_IMG_004743,Ring,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Ring\ring_126_jpg.rf.51c9b35f6303701e3e8b02e0e1b26dfd.jpg,4,earring_391,Earrings,0.9930205941200256,DS1_IMG_001257,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Earrings\earring_391_jpg.rf.2f1d8c27e201d4cf3603762662044846.jpg,,
